7.8125e-07	13.5323	0
0.100001	13.5323	0
0.200001	13.5323	0
0.300001	13.5323	0
0.400001	13.5323	0
0.500001	13.5323	0
0.600001	13.5323	0
0.700001	13.5323	0
0.800001	13.5323	0
0.900001	13.5323	0
1	13.5323	0
1.1	13.5323	0
1.2	13.5323	0
1.3	13.5323	0
1.4	13.5323	0
1.5	13.5323	0
1.6	13.5323	0
1.7	13.5323	0
1.8	13.5323	0
1.9	13.5323	0
2	13.5323	0
2.1	13.5323	0
2.2	13.5323	0
2.3	13.5323	0
2.4	13.5323	0
2.5	13.5323	0
2.6	13.5323	0
2.60691	13.5323	0
2.68691	13.5323	0
2.68691	23.8734	7.0152
2.78691	23.8734	7.0152
2.88691	23.8734	7.0152
2.98691	23.8734	7.0152
3.08691	23.8734	7.0152
3.18691	23.8734	7.0152
3.28691	23.8734	7.0152
3.38691	23.8734	7.0152
3.48691	23.8734	7.0152
3.58691	23.8734	7.0152
3.68691	23.8734	7.0152
3.78691	23.8734	7.0152
3.88691	23.8734	7.0152
3.98691	23.8734	7.0152
4.08691	23.8734	7.0152
4.18691	23.8734	7.0152
4.28691	23.8734	7.0152
4.38691	23.8734	7.0152
4.48691	23.8734	7.0152
4.58691	23.8734	7.0152
4.68691	23.8734	7.0152
4.78691	23.8734	7.0152
4.88691	23.8734	7.0152
4.98691	23.8734	7.0152
5.06539	23.8734	7.0152
5.14539	23.8734	7.0152
5.14539	34.4702	17.2352
5.24539	34.4702	17.2352
5.34539	34.4702	17.2352
5.44539	34.4702	17.2352
5.54539	34.4702	17.2352
5.64539	34.4702	17.2352
5.74539	34.4702	17.2352
5.84539	34.4702	17.2352
5.94539	34.4702	17.2352
6.04539	34.4702	17.2352
6.14539	34.4702	17.2352
6.24539	34.4702	17.2352
6.34539	34.4702	17.2352
6.44539	34.4702	17.2352
6.54539	34.4702	17.2352
6.64539	34.4702	17.2352
6.74539	34.4702	17.2352
6.84539	34.4702	17.2352
6.94539	34.4702	17.2352
7.04539	34.4702	17.2352
7.14539	34.4702	17.2352
7.24539	34.4702	17.2352
7.34539	34.4702	17.2352
7.44539	34.4702	17.2352
7.54539	34.4702	17.2352
7.64539	34.4702	17.2352
7.74539	34.4702	17.2352
7.84539	34.4702	17.2352
7.94539	34.4702	17.2352
8.04539	34.4702	17.2352
8.14539	34.4702	17.2352
8.24539	34.4702	17.2352
8.34539	34.4702	17.2352
8.44539	34.4702	17.2352
8.54539	34.4702	17.2352
8.64539	34.4702	17.2352
8.74539	34.4702	17.2352
8.84539	34.4702	17.2352
8.94539	34.4702	17.2352
9.04539	34.4702	17.2352
9.06624	34.4702	17.2352
9.14624	34.4702	17.2352
9.14624	447040	28.088
9.24624	447040	28.088
9.34624	447040	28.088
9.44624	447040	28.088
9.54624	447040	28.088
9.64624	447040	28.088
9.74624	447040	28.088
