0	13.5323	0
0	13.5323	0
0	13.5323	0
0	13.5323	0
0	13.5323	0
0	13.5323	0
0	13.5323	0
0	13.5323	0
1	13.5323	0
1	13.5323	0
1	13.5323	0
1	13.5323	0
1	13.5323	0
1	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.3	13.5323	0
2.60691	13.5323	0
2.60691	13.5323	0
2.60691	13.5323	0
2.60691	13.5323	0
2.60691	13.5323	0
2.60691	13.5323	0
2.60691	13.5323	0
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
2.68691	23.8734	7.0152
5.06539	23.8734	7.0152
5.06539	23.8734	7.0152
5.06539	23.8734	7.0152
5.06539	23.8734	7.0152
5.14539	34.4702	17.2352
5.14539	34.4702	17.2352
5.14539	34.4702	17.2352
5.14539	34.4702	17.2352
5.14539	34.4702	17.2352
5.14539	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
8.2989	34.4702	17.2352
9.06623	34.4702	17.2352
9.06623	34.4702	17.2352
9.06623	34.4702	17.2352
9.14623	447040	28.088
9.14623	447040	28.088
9.14623	447040	28.088
9.14623	447040	28.088
9.14623	447040	28.088
13.9277	447040	28.088
13.9277	447040	28.088
19.4264	447040	28.088
19.4264	447040	28.088
19.4264	447040	28.088
19.4264	447040	28.088
28.8578	447040	28.088
28.8578	447040	28.088
28.8578	447040	28.088
28.8578	447040	28.088
28.8578	447040	28.088
28.8578	447040	28.088
28.8578	447040	28.088
28.8578	447040	28.088
